Cycle,Charge_Current,Discharge_Current,Temperature,Capacity_Increment,Relaxation_Voltage,Discharge_Capacity
113,0.5,2,25,"[0.0, 25.454302832631925, 53.39947061261972, 81.43862734581654, 114.0017571888198, 155.32679338969314, 212.13026604403962, 274.3643364923881, 333.3398719715124, 385.5386365956627, 434.03891663336134, 477.4141748741221, 517.7084672296019, 554.897479195404, 589.0301444229885, 621.2299067841805, 651.7023527436409, 681.0579400240752, 709.4570905512383, 737.34315685715, 764.9301167819999, 792.5158940216147, 820.0806764359111, 848.2449827244884, 875.9635917588962, 904.1429919927248, 932.8831017407706, 961.60411643922, 990.9476940597851, 1021.0510705196052, 1052.2753939243921, 1084.8182119419532, 1118.12385152269, 1151.2162562770823, 1183.604617444212, 1213.3078449434684, 1240.7765387658578, 1266.448319071267, 1290.5181866079183, 1313.345350041355, 1335.4756197484933, 1357.0202828802298, 1378.2790422821479, 1399.2856057586123, 1420.6837422063784, 1442.4510632766328, 1464.7106509127696, 1488.1629719599746, 1516.3324634053351, 1546.941812928263]","[4.1939769, 4.1926379, 4.191653700000001, 4.1905117, 4.189920900000001, 4.1889367, 4.1883459, 4.1875978, 4.187046499999999, 4.1866131, 4.1857862, 4.185353299999999, 4.1848412, 4.1844082, 4.184014299999999, 4.1837387, 4.1831479, 4.182754, 4.1824393, 4.1820455, 4.1816516, 4.1813364, 4.1809821000000005, 4.1805491, 4.1801553, 4.180037, 4.1796432, 4.1795645, 4.1791706, 4.1789737, 4.178659, 4.1783438, 4.1780682, 4.1779499, 4.1775169000000005, 4.1775169000000005, 4.1773591, 4.1770444, 4.1767292000000005, 4.1764932, 4.1765323, 4.1762176, 4.175981, 4.1759024, 4.175587200000001, 4.1755085, 4.1752725, 4.1751542, 4.175036, 4.1748786, 4.174681700000001, 4.174406100000001, 4.1742878, 4.174130399999999, 4.1740513, 4.1738939, 4.173697, 4.1737366, 4.173657899999999, 4.1733823, 4.173264, 4.1731062, 4.1729884, 4.1729488, 4.1727519, 4.1727519, 4.1727519, 4.1724372, 4.1723189, 4.1722403, 4.172122, 4.1719646, 4.1718464, 4.1717677, 4.1716495, 4.1717281, 4.1714921, 4.1713343, 4.1712165, 4.1712165, 4.1710196, 4.1710196, 4.1708617, 4.170783, 4.170783, 4.1705074, 4.1705074, 4.170467899999999, 4.1704288, 4.1703105, 4.1702318, 4.1701531, 4.1701531, 4.1699953, 4.169838, 4.1699166, 4.1697197, 4.1697197, 4.169641, 4.169522799999999, 4.169522799999999, 4.169405, 4.1693654, 4.1691685, 4.169405, 4.1692472, 4.1689715, 4.1689324, 4.1688929, 4.1688142, 4.1688538, 4.1687746, 4.1686568, 4.1686172, 4.168499, 4.1685777, 4.1684203, 4.1684203, 4.168263]",2311.374505210774
114,0.5,2,25,"[0.0, 25.19364500918323, 53.27004506585223, 81.7285182093949, 114.22496900403951, 155.23205374566146, 211.1186192201726, 273.66552755779776, 331.98914711203815, 385.23454334041344, 432.7675960957765, 476.7351173360237, 516.6204692517877, 553.8287713995653, 588.4033737535307, 620.4028903677521, 650.9933199676694, 680.3386956505848, 708.645209887797, 736.6271805406169, 764.142703882076, 791.8634998828637, 819.5194105736549, 847.0952601469472, 875.0727776509117, 903.2739313799394, 931.6836746241617, 960.4131363229877, 990.030094934804, 1019.8591871289631, 1050.9772160387001, 1083.4948632741489, 1117.0183575206052, 1150.6863877494316, 1182.369537903764, 1212.2817902248003, 1239.89876837691, 1265.328515365683, 1289.3728030995503, 1312.4785783381221, 1334.6074533098486, 1355.8890761390944, 1377.3721451436686, 1398.5449520826742, 1419.532338733789, 1441.6023534097403, 1463.808203536209, 1487.7434100059886, 1515.3140230506206, 1546.976017628444]","[4.1940951, 4.1926379, 4.1914568, 4.1906300000000005, 4.1896849000000005, 4.1890545, 4.1883063, 4.1875978, 4.1870856, 4.1864161, 4.1858258, 4.1852746, 4.184919799999999, 4.1844082, 4.183857, 4.1835022, 4.1829906, 4.182754, 4.1822424, 4.1818089, 4.1815333, 4.1811395, 4.1808248, 4.1806278, 4.1801553, 4.1797614, 4.1794858, 4.179367500000001, 4.1790524, 4.1788163, 4.1785011, 4.1782651, 4.1781073, 4.177753, 4.177753, 4.1773591, 4.1772413, 4.1769657, 4.1767688, 4.1764932, 4.1762962, 4.176256700000001, 4.1759024, 4.1756268, 4.175587200000001, 4.175351099999999, 4.1754298, 4.1751146, 4.1748786, 4.1745634, 4.174406100000001, 4.1743665, 4.1743274, 4.174130399999999, 4.173854799999999, 4.173657899999999, 4.173657899999999, 4.1735001, 4.1734214, 4.1733427, 4.173185299999999, 4.1729488, 4.1729097, 4.1728306, 4.1726732, 4.1725945, 4.1723976, 4.1722794, 4.172122, 4.172122, 4.172122, 4.1718068, 4.1717281, 4.1718068, 4.1716495, 4.1714525, 4.1713738, 4.1711373, 4.1710982, 4.17098, 4.1709013, 4.1709013, 4.170783, 4.1707044, 4.1706257, 4.1706257, 4.1704288, 4.1703501, 4.1702318, 4.1701922, 4.1700745, 4.169838, 4.169838, 4.1697197, 4.1697593, 4.1696019, 4.169641, 4.1694837, 4.169522799999999, 4.169405, 4.169405, 4.1693263, 4.1690502, 4.1690898, 4.1688142, 4.1689324, 4.1688929, 4.1688142, 4.1687355, 4.1686959, 4.1685777, 4.168499, 4.1684599, 4.1684203, 4.168381200000001, 4.1682234, 4.168263, 4.168263, 4.1681843]",2310.375079131945
115,0.5,2,25,"[0.0, 25.048232844810343, 52.890611602865135, 80.99981941028437, 113.65218783435347, 154.86480235889275, 210.9635273047674, 273.20426813161856, 330.81489547683526, 383.9864933363893, 432.12061861498586, 475.9649148595775, 516.0243729035469, 553.3564344128995, 587.6241784738891, 619.3731304321416, 650.1488514986886, 679.348185425443, 707.909209088135, 735.6005628075798, 763.4471951051939, 790.6097115957671, 818.3657921809599, 846.4927003864664, 874.7732991224516, 902.7722241661979, 931.2280495417704, 960.0301925307233, 989.2530302218361, 1019.0209743870739, 1050.188335382847, 1082.8424058241976, 1115.8328643418447, 1149.6871204798335, 1181.723899669665, 1211.376654091977, 1238.5506541945604, 1264.410141947868, 1288.2169530646945, 1311.538264282604, 1333.5592606126681, 1355.1589228159608, 1376.3316918184635, 1397.4973753935585, 1418.85819175325, 1440.4553990619422, 1462.647660948859, 1486.5280556442485, 1513.6972951200498, 1547.0020075609689]","[4.1939378, 4.1925988, 4.1915751000000006, 4.1905513, 4.189920900000001, 4.188975800000001, 4.1881094, 4.187716, 4.187007, 4.1864557, 4.1857862, 4.185353299999999, 4.1847625, 4.1844473, 4.1839747, 4.1835418, 4.1829906, 4.1825967, 4.1822028, 4.1818485, 4.1814547, 4.1814151, 4.1807065, 4.1805096, 4.180234, 4.1799583, 4.1795249, 4.179367500000001, 4.1790524, 4.1786981, 4.178659, 4.1781468, 4.1780682, 4.1778316, 4.177556, 4.1774383, 4.1770444, 4.1770835, 4.1768079, 4.1765323, 4.1763353, 4.176256700000001, 4.1759415, 4.1758237000000005, 4.1754689, 4.1753902, 4.1751933, 4.175036, 4.1747999, 4.1747208, 4.1745634, 4.1743274, 4.1743274, 4.1741695, 4.174130399999999, 4.173697, 4.1735001, 4.1735787, 4.1733427, 4.1731458, 4.1730671, 4.1730275, 4.1729097, 4.1727519, 4.1725945, 4.1726336, 4.172358, 4.1724763, 4.1722007, 4.1720433, 4.1718464, 4.1718464, 4.1717677, 4.1716099, 4.1713343, 4.1713738, 4.1714129, 4.1711373, 4.1710587, 4.1710196, 4.1709404, 4.1709404, 4.1705861, 4.1705861, 4.1706648, 4.1703105, 4.170467899999999, 4.1701531, 4.1702714, 4.1701136, 4.1700745, 4.1697593, 4.169838, 4.1698775, 4.1697593, 4.1696806, 4.1696806, 4.1694837, 4.169522799999999, 4.1693654, 4.1692867, 4.1693263, 4.169208, 4.1690502, 4.1688929, 4.1688929, 4.1688142, 4.1687746, 4.1686568, 4.1686959, 4.1685777, 4.1686172, 4.168381200000001, 4.1683416, 4.1684203, 4.1684599, 4.1683021, 4.1679873, 4.1681051]",2309.329806527508
116,0.5,2,25,"[0.0, 27.875812245489556, 55.82580195417944, 83.8635718464584, 116.23430551654815, 157.49847845965303, 213.28685579836576, 275.4984299394115, 333.5794977570024, 386.50593697360387, 434.639081084625, 478.1652446053565, 518.896230072825, 555.0545194156689, 589.7490210594292, 622.4717981958058, 652.5222758104817, 682.059537643416, 710.3437461157257, 738.196072159566, 765.9322411564467, 793.2659730598257, 820.7723805898652, 848.7508459169555, 877.1182145580901, 905.0030496561853, 933.3575921895681, 961.9895414916939, 991.9133762639765, 1021.9492542500552, 1052.9157103649602, 1085.5669869972323, 1118.7709616020925, 1152.1359452164363, 1183.8451099706012, 1213.744266115532, 1241.3167719000458, 1266.6106206645525, 1290.6377372607003, 1313.6757881958436, 1335.8322237365069, 1357.372298235448, 1378.4209656712965, 1399.802219469608, 1421.087063023633, 1442.4994500507714, 1464.8749380759957, 1488.6182462705847, 1516.2611581173023, 1547.0147650397391]","[4.1939378, 4.1925201, 4.1915751000000006, 4.1906300000000005, 4.189763500000001, 4.188858, 4.1883459, 4.1875191, 4.1868496, 4.186376999999999, 4.1857862, 4.1851954, 4.1848021, 4.1843295, 4.1837387, 4.1834235, 4.1829119, 4.1825967, 4.1820455, 4.1818089, 4.1814942, 4.1809034, 4.1809821000000005, 4.1804309, 4.1802735, 4.1799974, 4.1797218, 4.1792493, 4.1790919, 4.1787767, 4.1785011, 4.1781864, 4.1779499, 4.1777139, 4.1774383, 4.177162200000001, 4.1769261, 4.1767688, 4.1766505, 4.1764932, 4.1763749, 4.175981, 4.175981, 4.1757054, 4.1754298, 4.175311600000001, 4.1751933, 4.1747999, 4.1747603, 4.1747208, 4.1743274, 4.1743665, 4.1741695, 4.1740513, 4.1738939, 4.1738153, 4.1735787, 4.173461, 4.173461, 4.1732244, 4.1730275, 4.1729488, 4.1727915, 4.1726732, 4.172712799999999, 4.1724372, 4.172358, 4.1720824, 4.1720824, 4.1718464, 4.1717677, 4.1717677, 4.1716099, 4.1715708, 4.1714129, 4.1713343, 4.1711373, 4.1710587, 4.1711373, 4.17098, 4.1709404, 4.1708617, 4.170783, 4.1706257, 4.1705074, 4.1703892, 4.1703501, 4.1702714, 4.1701531, 4.1700349, 4.1699953, 4.169838, 4.1698775, 4.169641, 4.169641, 4.1696019, 4.1693263, 4.1693654, 4.1693654, 4.1693654, 4.169208, 4.1689324, 4.1690898, 4.1689324, 4.1687746, 4.1689715, 4.1687355, 4.1688142, 4.1686568, 4.1685777, 4.1685386, 4.1684599, 4.1684203, 4.1684203, 4.1683021, 4.1681051, 4.1681447, 4.1681447, 4.1681447]",2308.222376574707
117,0.5,2,25,"[0.0, 26.97659829811448, 55.21487167590766, 83.07708822885695, 115.33339280978203, 155.99536355211887, 212.61350927833348, 273.7481032707012, 332.0166460200069, 385.2798860426482, 433.91347908165994, 477.23064782594577, 517.7634408394237, 554.6604423225237, 588.8380982347555, 620.832746110045, 651.7977220145744, 680.703908188767, 709.2029751799491, 737.1855036633706, 764.6362476592435, 792.2588686521144, 819.8369861494614, 848.0594026983886, 875.7600122344686, 904.0056994001372, 932.5860475282147, 961.0158434830321, 990.4039017749355, 1020.5046460146762, 1051.728145486078, 1083.7718403674432, 1117.172011736103, 1150.4191559037013, 1182.83854476901, 1212.637267985625, 1239.8527436325908, 1265.4735656683122, 1289.6551442340642, 1312.4715365985264, 1334.7682851980583, 1356.3608624996762, 1377.5185927865552, 1398.4934336243439, 1419.847305236765, 1441.444150890226, 1463.8488064507874, 1487.3309588817058, 1514.976990290598, 1547.020485037909]","[4.1940165, 4.192756200000001, 4.1914568, 4.1906300000000005, 4.189763500000001, 4.1889367, 4.1882672, 4.1876764, 4.1869678, 4.1864557, 4.1859045, 4.1853137, 4.1848412, 4.1843295, 4.184014299999999, 4.1835418, 4.1830297, 4.1826358, 4.1820059, 4.1818485, 4.1814942, 4.1811395, 4.180863899999999, 4.1806278, 4.180352200000001, 4.1799583, 4.1795645, 4.1792889, 4.1790133, 4.1788559, 4.178462000000001, 4.1783438, 4.1779895, 4.177792500000001, 4.1775169000000005, 4.1773591, 4.177162200000001, 4.1769261, 4.1767292000000005, 4.1766109, 4.176178, 4.1761384, 4.1758628, 4.1757054, 4.1754298, 4.1755085, 4.1750755, 4.1749964, 4.1747999, 4.1746421, 4.1745634, 4.174406100000001, 4.1743274, 4.1741695, 4.1739726, 4.173854799999999, 4.1735787, 4.173461, 4.173264, 4.1732244, 4.1729884, 4.1729884, 4.1729488, 4.1726732, 4.1725159, 4.1725945, 4.172358, 4.172122, 4.1720433, 4.1719646, 4.1719646, 4.1717281, 4.1716495, 4.1714525, 4.1714921, 4.1712556, 4.1712952, 4.1711373, 4.1709404, 4.17098, 4.17098, 4.1707439, 4.1706648, 4.1705074, 4.1705861, 4.1703892, 4.1703501, 4.1703105, 4.1703105, 4.1699953, 4.1699953, 4.1699166, 4.1699166, 4.1697593, 4.1696806, 4.1696019, 4.169522799999999, 4.1693654, 4.1692472, 4.1693263, 4.1692472, 4.169208, 4.1690111000000005, 4.1690502, 4.1689715, 4.1690502, 4.1688142, 4.1686959, 4.1686959, 4.1686568, 4.1684599, 4.1685386, 4.168499, 4.1681843, 4.168381200000001, 4.1681843, 4.168263, 4.1680264, 4.1680264]",2307.250049901258
118,0.5,2,25,"[0.0, 26.509696667162245, 54.27182466203891, 82.67596607466527, 114.65019464528103, 155.781142438657, 210.68753797100834, 273.8651785889304, 331.5180369188335, 384.2881085978418, 432.5218939589492, 476.1314654126192, 516.4725312250569, 553.5006468546421, 587.7487981450929, 619.9418298212634, 650.3702894673456, 679.6099576707295, 708.4508604074736, 735.8085246425987, 763.6879886613497, 790.8176537394004, 818.9344493834051, 846.995407858821, 874.8075158044035, 903.0013851113981, 931.253628557092, 960.2935940210539, 989.309110695915, 1019.2750863855979, 1050.2459463110438, 1082.99851032361, 1116.4171575452256, 1149.6479994386186, 1181.469577503699, 1211.340940271912, 1238.724019258055, 1264.3310660755237, 1288.5396576424941, 1311.1672749412553, 1333.6002179387551, 1355.039437829755, 1376.0412630107237, 1397.3010121345706, 1418.491376148224, 1440.0519182081323, 1462.1970431546329, 1486.2132071666322, 1513.4435676192713, 1543.5250516267222]","[4.1938195, 4.192480600000001, 4.1912203, 4.1904721, 4.1896453000000005, 4.188858, 4.1881094, 4.1875191, 4.1868887, 4.1862192, 4.1857076, 4.185116799999999, 4.184683799999999, 4.1842504, 4.18366, 4.1833448, 4.182951, 4.1824393, 4.1822028, 4.1816907, 4.1812973, 4.1811395, 4.1807461, 4.1804309, 4.1801157, 4.1798401, 4.1794462, 4.179407100000001, 4.1788559, 4.178659, 4.1783834, 4.1780286, 4.1779108, 4.177556, 4.1773591, 4.1772413, 4.1769261, 4.1767688, 4.1764932, 4.1763353, 4.1762176, 4.1759415, 4.1758628, 4.1756659, 4.175311600000001, 4.1751933, 4.1751146, 4.174839, 4.1746421, 4.174523799999999, 4.1744452, 4.1742482, 4.1740122, 4.1738939, 4.173697, 4.1735787, 4.1735396, 4.173264, 4.1731458, 4.1731062, 4.1729097, 4.1728306, 4.1725945, 4.1725945, 4.172555, 4.1723976, 4.1722007, 4.1720037, 4.1719646, 4.1719251, 4.1718068, 4.1715708, 4.1714525, 4.1714129, 4.1714129, 4.1712165, 4.1710196, 4.1709013, 4.1708617, 4.1709013, 4.1705074, 4.170467899999999, 4.170547, 4.170467899999999, 4.1702714, 4.1701922, 4.1701531, 4.1700349, 4.1700349, 4.1700349, 4.1696806, 4.169641, 4.1696806, 4.1694837, 4.169522799999999, 4.1693654, 4.169208, 4.169208, 4.1692472, 4.1691294, 4.1690111000000005, 4.1690111000000005, 4.1687355, 4.1688929, 4.1688142, 4.1685777, 4.1684599, 4.1685777, 4.1684599, 4.1683416, 4.1683021, 4.1681051, 4.1681447, 4.1681051, 4.1681447, 4.167947799999999, 4.1680264, 4.1679873, 4.1676722]",2306.242497020942
119,0.5,2,25,"[0.0, 25.986746232558573, 54.26457124739483, 82.2642192772932, 114.37924652974385, 155.01018270301398, 210.17233457432218, 272.6502150229432, 330.2929010114222, 383.0134056323698, 430.8969904371966, 475.5751591267578, 515.5779612756494, 552.5398273172045, 587.0941283449738, 619.1249692201347, 649.5524135913929, 678.8057309172127, 707.5342541734817, 735.1847694841451, 762.5423348440149, 790.2949619882218, 818.0965362805405, 846.0129860291461, 873.9492692596848, 902.2882460863405, 930.606716682184, 959.3891010482437, 988.8169404666735, 1018.9550426523458, 1049.7899144200544, 1082.0489204812789, 1115.4939047150597, 1148.7590788637563, 1180.5871054226338, 1210.6081532950452, 1237.7895440173065, 1263.3260051224715, 1287.281465678802, 1310.4969069367119, 1332.5746203876542, 1354.022368564638, 1375.161391771521, 1396.1255767711907, 1417.4713288521737, 1439.1010460978466, 1461.2887957590895, 1484.9527246299892, 1512.2773671428718, 1543.4784357133644]","[4.1938591, 4.1924415, 4.1913385000000005, 4.1904330000000005, 4.189527, 4.1887398000000005, 4.187952, 4.1872826000000005, 4.186731299999999, 4.1861801, 4.1855106, 4.185156299999999, 4.1846051, 4.1840534, 4.1835022, 4.1831875, 4.1829119, 4.1823211, 4.1820455, 4.181612, 4.1812973, 4.180863899999999, 4.18047, 4.1801944, 4.179918799999999, 4.1796432, 4.179367500000001, 4.1789737, 4.1787767, 4.1783438, 4.1782651, 4.1779108, 4.1776347000000005, 4.177556, 4.17732, 4.1769261, 4.1768079, 4.1766896, 4.1763749, 4.1760993, 4.1759415, 4.1757841, 4.1754298, 4.1755085, 4.1752725, 4.1749177, 4.1747603, 4.174681700000001, 4.1744847, 4.174406100000001, 4.1742091, 4.1740513, 4.1737757, 4.173618299999999, 4.173461, 4.1735396, 4.173264, 4.1731458, 4.1731062, 4.1728306, 4.1726336, 4.1725945, 4.1724372, 4.172358, 4.172122, 4.1720824, 4.172122, 4.1718855, 4.1717677, 4.171689, 4.1713738, 4.1712952, 4.1713738, 4.1711769, 4.17098, 4.1710587, 4.1708226, 4.1707439, 4.1707044, 4.170547, 4.1703892, 4.1703105, 4.1703105, 4.1701531, 4.1699953, 4.1700349, 4.1698775, 4.1697593, 4.1697593, 4.169641, 4.1695623, 4.169522799999999, 4.169208, 4.1694441, 4.1692472, 4.1692472, 4.169208, 4.1690111000000005, 4.1688929, 4.1688929, 4.1687746, 4.1687355, 4.168499, 4.1685777, 4.1688142, 4.168381200000001, 4.168499, 4.1681843, 4.1681447, 4.1681447, 4.1681843, 4.1681447, 4.1680660000000005, 4.1681051, 4.1677904, 4.1676722, 4.1678295, 4.1677904, 4.1675935]",2304.933716005859
120,0.5,2,25,"[0.0, 25.1140181638238, 53.26960766739671, 81.06713125488506, 113.5269804975, 153.64753424102054, 209.19038406288274, 271.0148099999147, 328.92044499545017, 382.0152866686637, 430.1358860871789, 474.0212346102688, 514.0171683784934, 551.0452520665826, 585.630639393522, 617.5302260538026, 648.3148927900609, 677.4724802405394, 705.9804721983946, 733.8467270492488, 761.579634791088, 789.1592528541382, 817.2037692495205, 844.8654769280895, 873.1353034789831, 901.1217820610348, 929.4943465886658, 958.325037379223, 987.7670578296056, 1017.5304515928342, 1048.541339777241, 1080.3812340108423, 1113.6730847964386, 1146.8368893958182, 1179.1391492984299, 1208.8945545030076, 1235.992008397952, 1261.6807551062798, 1285.9544724813288, 1308.7524606387158, 1330.6189321376462, 1352.4798222794138, 1373.8639223526936, 1394.8579578054014, 1415.980991966812, 1437.531740307701, 1459.621347814661, 1483.1458988677496, 1509.7786992722295, 1539.9364279867193]","[4.1938195, 4.1923623, 4.1912203, 4.1903543, 4.1894093, 4.1887002, 4.1879129, 4.1872826000000005, 4.1866527, 4.1860619, 4.1853924, 4.184959399999999, 4.1843295, 4.183857, 4.1832662, 4.1829906, 4.182518, 4.1821241, 4.1817698, 4.181376, 4.181179, 4.1805491, 4.180352200000001, 4.1799974, 4.1796432, 4.1794858, 4.1790133, 4.1788163, 4.1785011, 4.1783042, 4.1779895, 4.177792500000001, 4.1774383, 4.1772804, 4.1770444, 4.1768866, 4.1765718000000005, 4.1763353, 4.1760993, 4.1756659, 4.175745, 4.1754689, 4.175311600000001, 4.1751146, 4.174839, 4.1747208, 4.1745634, 4.174406100000001, 4.1742482, 4.1739335, 4.1738153, 4.173697, 4.1735001, 4.173264, 4.1731062, 4.1731062, 4.1729488, 4.1728306, 4.1726732, 4.1724763, 4.1722007, 4.1722007, 4.1719646, 4.1719251, 4.1718855, 4.1717677, 4.1714525, 4.1715312, 4.1715312, 4.1713343, 4.1710587, 4.1709013, 4.1710982, 4.1708226, 4.170547, 4.1706257, 4.170467899999999, 4.1703501, 4.1702714, 4.1701531, 4.1701136, 4.1699166, 4.1698775, 4.1696806, 4.1697989, 4.1697197, 4.1696806, 4.1693263, 4.1692472, 4.1692472, 4.1690502, 4.1690111000000005, 4.1689715, 4.1688142, 4.1690111000000005, 4.1688142, 4.1686568, 4.1685777, 4.1685386, 4.1684203, 4.168263, 4.1683416, 4.1681447, 4.1684203, 4.1682234, 4.1680264, 4.1680264, 4.1679087, 4.1677508, 4.1676722, 4.1677904, 4.1676722, 4.1678295, 4.167436100000001, 4.1674752, 4.167436100000001, 4.1673179, 4.1671605000000005, 4.167357]",2302.461705180664
121,0.5,2,25,"[0.0, 25.644761135925535, 53.68785940462692, 81.47085505821957, 113.54608039719943, 153.69693378784694, 208.59365548805482, 270.3201569052749, 328.63733232045644, 381.55026277214205, 429.6408935124551, 473.6963520423881, 513.9367243014594, 551.0274819780666, 586.0536492118301, 618.2044815964216, 648.8859938204387, 677.6780408137863, 706.4655677759802, 734.6056962413679, 762.0771905594017, 790.1042246943607, 817.5464920522304, 845.5568378373127, 873.7635618209674, 901.9054315734084, 930.4662952054803, 959.0411894303015, 988.1152526479282, 1018.298795524559, 1049.0674731236127, 1081.0881595269545, 1114.2924358954854, 1147.6500215638046, 1179.4387784796343, 1209.5261878544775, 1237.2288699485985, 1262.8979604834785, 1286.5644452538977, 1309.9190920161693, 1332.0180423053846, 1353.703534097774, 1374.837383226817, 1396.1686662650923, 1417.4257591762703, 1438.471855077727, 1461.07815115401, 1484.4640869659058, 1511.6323673145753, 1543.327239027031]","[4.1936622, 4.1924019, 4.1912599, 4.1903934000000005, 4.189527, 4.1888185, 4.1879916, 4.1871643, 4.186574, 4.186101399999999, 4.1855502, 4.184959399999999, 4.1844082, 4.184014299999999, 4.1836205, 4.1830692, 4.1826358, 4.1822815, 4.1820455, 4.1815729, 4.1810217000000005, 4.1809034, 4.1804309, 4.1800766000000005, 4.1798401, 4.179407100000001, 4.1792889, 4.178895, 4.1786194, 4.1783438, 4.1782651, 4.1777139, 4.1777139, 4.1773591, 4.1769657, 4.1768475, 4.1766896, 4.1762962, 4.176256700000001, 4.176059700000001, 4.1758237000000005, 4.1755085, 4.175587200000001, 4.1751933, 4.1749573, 4.1747999, 4.1745634, 4.174406100000001, 4.1742878, 4.1742878, 4.1742482, 4.1737366, 4.1737757, 4.173657899999999, 4.1735001, 4.173264, 4.1731062, 4.1728702, 4.1727915, 4.1726336, 4.1724372, 4.1722007, 4.1721611, 4.1721611, 4.1721611, 4.1718464, 4.1718068, 4.1716099, 4.1714525, 4.1715312, 4.1713343, 4.1711769, 4.1710587, 4.1708617, 4.1708617, 4.1707439, 4.1705861, 4.170547, 4.1705074, 4.1702318, 4.1701922, 4.1701531, 4.1700349, 4.1702318, 4.169956200000001, 4.1696806, 4.1696806, 4.1696019, 4.1694441, 4.1694441, 4.1693263, 4.1692867, 4.1690898, 4.1690502, 4.1690111000000005, 4.1688929, 4.1689324, 4.1686959, 4.1686568, 4.1686172, 4.1685386, 4.1684203, 4.1684599, 4.1684599, 4.1683416, 4.1683416, 4.1680660000000005, 4.1680264, 4.1679873, 4.1679873, 4.1677508, 4.1677508, 4.1677117, 4.1675935, 4.1677508, 4.1675539, 4.167436100000001, 4.1675935, 4.1673965]",2301.952025360515
122,0.5,2,25,"[0.0, 25.486488413527923, 53.58374039323377, 81.33846444478706, 113.33192337293974, 153.16871840277395, 207.3439010229638, 269.57246078141486, 328.05132823258543, 380.5819588152274, 429.18630000260634, 473.3359141946536, 513.7189569322754, 550.6418348275522, 585.2206271955763, 617.4181767251334, 647.9121912806968, 677.3034903675268, 705.7528823390253, 733.7123789468967, 761.6938744231811, 789.1067856691823, 816.7499142484876, 844.7876773624268, 872.9112565849136, 901.0880865639347, 929.671902957672, 958.3418900611482, 987.4509637374492, 1017.044212643561, 1048.4778260181183, 1080.4531649711653, 1113.9102750585314, 1146.9966221927864, 1179.214260925599, 1209.0304498804132, 1236.441293810044, 1262.282897295598, 1286.3309554123578, 1309.2113641297394, 1331.6718992271155, 1353.0087352207836, 1374.0339556384142, 1395.4075445658323, 1416.3365076570662, 1438.145001255582, 1460.0404868304483, 1483.4472315668443, 1510.7682303149072, 1543.354384344277]","[4.193583, 4.1924019, 4.1911416, 4.1903148, 4.1894484, 4.1886215, 4.1879129, 4.1872435, 4.1866527, 4.1860619, 4.185432, 4.184919799999999, 4.1844082, 4.184014299999999, 4.1835809, 4.1830692, 4.1825571, 4.1822028, 4.1818876000000005, 4.1814547, 4.1811004, 4.1806278, 4.180352200000001, 4.1802735, 4.1795249, 4.1791706, 4.1791706, 4.178895, 4.178659, 4.1781864, 4.1780286, 4.1777139, 4.1774774, 4.1772804, 4.1770048, 4.1769261, 4.1764932, 4.1763353, 4.1759415, 4.1758628, 4.1757841, 4.1756268, 4.1751933, 4.175036, 4.1749573, 4.1747603, 4.174523799999999, 4.1744452, 4.1742878, 4.174130399999999, 4.173854799999999, 4.173854799999999, 4.173461, 4.1735396, 4.1733031, 4.1731458, 4.1730671, 4.1729488, 4.1725945, 4.1726732, 4.1722794, 4.1722794, 4.1721611, 4.1720037, 4.1719251, 4.1717677, 4.171689, 4.1715708, 4.1714129, 4.1713738, 4.1712952, 4.1709404, 4.17098, 4.1709404, 4.1705861, 4.170783, 4.1705861, 4.1705074, 4.1703501, 4.1705074, 4.1701922, 4.1699953, 4.1701136, 4.169956200000001, 4.1697989, 4.1697197, 4.1696019, 4.1693263, 4.169405, 4.1692867, 4.1692472, 4.1692472, 4.1690502, 4.1689324, 4.1688538, 4.1689715, 4.1688538, 4.1686959, 4.168499, 4.1685777, 4.168381200000001, 4.1684599, 4.168263, 4.1682234, 4.1681843, 4.167947799999999, 4.1681843, 4.167947799999999, 4.167947799999999, 4.1678691, 4.1677508, 4.1676326, 4.1676326, 4.1675148, 4.167436100000001, 4.1674752, 4.167357, 4.1672783, 4.1672783]",2301.485472709961
